model_name_raw,baseline_core6_index_0_100,baseline_rank,best_rank_across_bbh_loo,worst_rank_across_bbh_loo,median_rank_across_bbh_loo,max_abs_rank_shift,task_at_max_abs_rank_shift,top_n_cutoff,top_n_count_across_bbh_loo,bbh_leaf_task_n
Amu/t1-3B,26.85030758751411,611,610,611,611.0,1,leaderboard_bbh_boolean_expressions,100,0,24
LEESM/llama-2-7b-hf-lora-oki100p,25.61266868444014,618,618,619,618.0,1,leaderboard_bbh_boolean_expressions,100,0,24
sabersaleh/Llama2-7B-SimPO,24.468026544484843,624,624,625,624.0,1,leaderboard_bbh_formal_fallacies,100,0,24
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,24.235011474232675,625,624,625,625.0,1,leaderboard_bbh_formal_fallacies,100,0,24
noname0202/gemma-2-2b-it-ties,23.86545911395399,626,626,627,626.0,1,leaderboard_bbh_movie_recommendation,100,0,24
Daemontatox/Research_PathfinderAI,23.69409698642805,627,626,628,627.0,1,leaderboard_bbh_movie_recommendation,100,0,24
Daemontatox/TinySphinx2.0,22.83066813544828,634,634,635,634.0,1,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,22.579804629227567,635,634,635,635.0,1,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,20.090442171496075,661,660,662,661.0,1,leaderboard_bbh_hyperbaton,100,0,24
oopere/pruned20-llama-1b,15.552788152516564,762,761,763,762.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
bunnycore/Qwen2.5-1.5B-Model-Stock,15.421531945484356,763,762,763,763.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
sumink/bbhqwen6,15.181364799094808,764,764,765,764.0,1,leaderboard_bbh_snarks,100,0,24
Davidsv/SUONG-1,15.139985240828052,765,764,765,765.0,1,leaderboard_bbh_snarks,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,14.5007599502896,767,766,768,767.0,1,leaderboard_bbh_causal_judgement,100,0,24
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,14.08159137459529,772,771,773,772.0,1,leaderboard_bbh_boolean_expressions,100,0,24
EpistemeAI/DeepPhi-3.5-mini-instruct,12.815620227608264,780,779,781,780.0,1,leaderboard_bbh_causal_judgement,100,0,24
TinyLlama/TinyLlama-1.1B-Chat-v0.1,12.213765844270307,782,782,783,782.0,1,leaderboard_bbh_boolean_expressions,100,0,24
ehristoforu/ruphi-4b,12.213245560721134,783,782,784,783.0,1,leaderboard_bbh_boolean_expressions,100,0,24
Ayush-Singh/Llama1B-sft-2,11.90470300756366,784,784,785,784.0,1,leaderboard_bbh_date_understanding,100,0,24
BlackBeenie/Neos-Llama-3.1-base,11.676391501108569,786,785,786,786.0,1,leaderboard_bbh_navigate,100,0,24
DavieLion/Lllma-3.2-1B,11.495980367095305,787,787,788,787.0,1,leaderboard_bbh_date_understanding,100,0,24
zelk12/Test01012025155054t0.5_gemma-2,11.495952917326486,788,787,788,788.0,1,leaderboard_bbh_date_understanding,100,0,24
newsbang/Homer-v1.0-Qwen2.5-72B,94.36078508185354,1,1,1,1.0,0,leaderboard_bbh_boolean_expressions,100,24,24
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,93.81795943737887,2,2,2,2.0,0,leaderboard_bbh_boolean_expressions,100,24,24
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,93.81795943737887,3,3,3,3.0,0,leaderboard_bbh_boolean_expressions,100,24,24
zetasepic/Qwen2.5-72B-Instruct-abliterated,93.46386608913208,4,4,4,4.0,0,leaderboard_bbh_boolean_expressions,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8,91.51589042037271,7,7,7,7.0,0,leaderboard_bbh_boolean_expressions,100,24,24
prithivMLmods/Primal-Opus-14B-Optimus-v2,90.29341572314036,11,11,11,11.0,0,leaderboard_bbh_boolean_expressions,100,24,24
Daemontatox/Llama3.3-70B-CogniLink,90.09287291116208,12,12,12,12.0,0,leaderboard_bbh_boolean_expressions,100,24,24
AGI-0/Art-v0-3B,34.82346751853183,568,568,568,568.0,0,leaderboard_bbh_boolean_expressions,100,0,24
bunnycore/Llama-3.2-3B-Della,34.19587493696528,569,569,569,569.0,0,leaderboard_bbh_boolean_expressions,100,0,24
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,10.908326461184616,789,789,789,789.0,0,leaderboard_bbh_boolean_expressions,100,0,24
