source_row_1based,Model,Publication date,Training compute (FLOP),Training compute notes,Training dataset size (total),Dataset size notes,Parameters,Parameters notes,Confidence,Numerical format,Training compute estimation method,Open model weights?,Reference,Link,publication_date_parsed,publication_year,date_status,included_as_of_cutoff,training_compute_numeric,training_compute_parse_status,dataset_size_numeric,dataset_size_parse_status,parameter_count_numeric,parameter_count_parse_status
88,GPT-5.1-Codex-Max,2025-11-19,,,,,,,Unknown,,,No,Building more with GPT-5.1-Codex-Max,https://openai.com/index/gpt-5-1-codex-max/,2025-11-19,2025.0,after_cutoff,False,,missing,,missing,,missing
89,Gemini 3 Pro,2025-11-18,,Almost certainly >1e25,,,,,Unknown,,,No,A new era of intelligence with Gemini 3,https://blog.google/products/gemini/gemini-3/,2025-11-18,2025.0,after_cutoff,False,,missing,,missing,,missing
90,Grok 4.1,2025-11-17,,,,,,,Unknown,,,No,Grok 4.1,https://x.ai/news/grok-4-1,2025-11-17,2025.0,after_cutoff,False,,missing,,missing,,missing
91,π0.6 (pi-0.6),2025-11-17,,,,,5260000000.0,"""(ii) The base VLM is Gemma 3 [78] 4B model. (iii) The size of the action expert is increased to 860M parameters."" Model card (https://website.pi-asset.com/pi06star/PI06_model_card.pdf) notes in Figure 1 that the VLM also includes SigLIP (400M). ",Confident,,,No,π∗0.6: a VLA That Learns From Experience,https://www.pi.website/download/pistar06.pdf,2025-11-17,2025.0,after_cutoff,False,,missing,,missing,5260000000.0,finite_scalar
92,P1-235B-A22B,2025-11-17,,,,,235000000000.0,"MoE: P1-235B-A22B has 235B total, 22B active parameters. Lightweight variant P1-30B-A3B has 30B total, 3B active. (https://arxiv.org/abs/2511.13612)",Likely,,,Yes,P1: Mastering Physics Olympiads with Reinforcement Learning,"https://arxiv.org/abs/2511.13612, https://github.com/PRIME-RL/P1",2025-11-17,2025.0,after_cutoff,False,,missing,,missing,235000000000.0,finite_scalar
93,Depth Anything 3,2025-11-14,,,,,,"Not explicitly reported. Uses DINOv2 encoder as backbone; models released in Base, Large, and Giant variants.",Likely,,,Yes,Depth Anything 3: Recovering the Visual Space from Any Views,"https://arxiv.org/abs/2511.10647, https://github.com/ByteDance-Seed/Depth-Anything-3, https://depth-anything-3.github.io/",2025-11-14,2025.0,after_cutoff,False,,missing,,missing,,missing
94,GPT-5.1,2025-11-13,,"Almost certainly > 1e25
",,,,,Unknown,,,No,"GPT-5.1: A smarter, more conversational ChatGPT",https://openai.com/index/gpt-5-1/,2025-11-13,2025.0,after_cutoff,False,,missing,,missing,,missing
95,GPT-5.1 Instant,2025-11-13,,"Almost certainly > 1e25
",,,,,Unknown,,,No,"GPT-5.1: A smarter, more conversational ChatGPT",https://openai.com/index/gpt-5-1/,2025-11-13,2025.0,after_cutoff,False,,missing,,missing,,missing
96,GPT-5.1-Codex-mini,2025-11-12,,,,,,,Unknown,,,No,,,2025-11-12,2025.0,after_cutoff,False,,missing,,missing,,missing
97,GPT-5.1-Codex,2025-11-12,,,,,,,Unknown,,,No,,,2025-11-12,2025.0,after_cutoff,False,,missing,,missing,,missing
98,Meta's Generative Ads Model (GEM),2025-11-10,,,,,,,Likely,,,No,Meta’s Generative Ads Model (GEM): The Central Brain Accelerating Ads Recommendation AI Innovation,https://engineering.fb.com/2025/11/10/ml-applications/metas-generative-ads-model-gem-the-central-brain-accelerating-ads-recommendation-ai-innovation/,2025-11-10,2025.0,after_cutoff,False,,missing,,missing,,missing
99,Kimi K2 Thinking,2025-11-06,4.2e+24,"Assuming the additional post-training contributed between 1% and 100% of Kimi K2's training compute (which we confidently estimate at 2.976e+24), we get a range of 3.0e24 to 6.0e24, and a geometric mean of 4.2e24.",,"""Kimi K2 was pre-trained on 15.5T tokens"" 
Training dataset size for Kimi K2 Thinking is not reported",1000000000000.0,"Total Parameters	1T
Activated Parameters	32B",Likely,,Comparison with other models,Yes,Introducing Kimi K2 Thinking,https://moonshotai.github.io/Kimi-K2/thinking,2025-11-06,2025.0,after_cutoff,False,4.2e+24,finite_scalar,,missing,1000000000000.0,finite_scalar
100,Gen-0,2025-11-04,,,,,10000000000.0,"""We’ve since scaled GEN-0 to 10B+ model sizes""",Likely,,,No,GEN-0 / Embodied Foundation Models That Scale with Physical Interaction,https://generalistai.com/blog/nov-04-2025-GEN-0,2025-11-04,2025.0,after_cutoff,False,,missing,,missing,10000000000.0,finite_scalar
101,GEN-0,2025-11-04,,,,,10000000000.0,"""10B+ foundation model for robots"" (https://generalistai.com/blog/nov-04-2025-GEN-0). Experiments showed 7B+ parameter threshold for effective learning.",Likely,,,No,GEN-0: Embodied Foundation Models That Scale with Physical Interaction,https://generalistai.com/blog/nov-04-2025-GEN-0,2025-11-04,2025.0,after_cutoff,False,,missing,,missing,10000000000.0,finite_scalar
102,Emu3.5,2025-10-30,9.86736e+24,7.084799999999999e+24 FLOP [base model compute] + 2.78256e+24 FLOP = 9.86736e+24 FLOP,13600000000000,,34100000000.0,"""Overall, the model contains 34.1 billion(B) parameters, including 31.2 B in the transformer layers and 2.9 B in the embedding layers. """,Confident,,Operation counting,Yes,Emu3.5: Native Multimodal Models are World Learners,https://emu.world/Emu35_tech_report.pdf,2025-10-30,2025.0,after_cutoff,False,9.86736e+24,finite_scalar,13600000000000.0,finite_scalar,34100000000.0,finite_scalar
103,Kimi Linear,2025-10-30,1.026e+23,6 FLOP/parameter/token * 3000000000 activated parameters * 5700000000000 tokens = 1.026e+23 FLOP,5700000000000,"""Our final released Kimi Linear checkpoint is pretrained using the same procedure, but with an expanded total of 5.7 trillion tokens to match the pretraining tokens of Moonlight. In addition, the final checkpoint supports a context length of up to 1 million tokens""",48000000000.0,3B activated parameters and 48B total parameters,Confident,,Operation counting,Yes,"KIMI LINEAR:
AN EXPRESSIVE, EFFICIENT ATTENTION ARCHITECTURE",https://github.com/MoonshotAI/Kimi-Linear/blob/master/tech_report.pdf,2025-10-30,2025.0,after_cutoff,False,1.026e+23,finite_scalar,5700000000000.0,finite_scalar,48000000000.0,finite_scalar
104,Composer,2025-10-29,,,,,,,Unknown,FP8,,No,Composer: Building a fast frontier model with RL,https://cursor.com/blog/composer,2025-10-29,2025.0,after_cutoff,False,,missing,,missing,,missing
105,SWE-1.5,2025-10-29,,,,,300000000000.0,"""hundreds of billions of parameters""
Assuming ~300B with ""Likely"" confidence",Likely,,,No,Introducing SWE-1.5: Our Fast Agent Model,https://cognition.ai/blog/swe-1-5,2025-10-29,2025.0,after_cutoff,False,,missing,,missing,300000000000.0,finite_scalar
106,Tongyi DeepResearch,2025-10-28,,,,,30500000000.0,"30.5 billion total parameters,
with only 3.3 billion activated per token",Confident,,,Yes,Tongyi DeepResearch Technical Report,https://arxiv.org/abs/2510.24701,2025-10-28,2025.0,after_cutoff,False,,missing,,missing,30500000000.0,finite_scalar
107,MiniMax-M2,2025-10-27,,,,,229000000000.0,"""maintaining activations around 10B""
safetensors: 229B params",Confident,,,Yes,MiniMax M2 & Agent: Ingenious in Simplicity,https://www.minimax.io/news/minimax-m2,2025-10-27,2025.0,after_cutoff,False,,missing,,missing,229000000000.0,finite_scalar
108,LoongRL 7B,2025-10-27,,,,"""Batch sizes are set to 512 for 7B model""
""a maximum output length of 4,096 tokens and longcontext inputs of ∼ 16K""
""42 steps in warm-up, 168 in Stage I and 118 in Stage II""
""After Stage I, we generate eight rollouts per example using the best checkpoint""",7000000000.0,7B,Confident,,,No,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://arxiv.org/abs/2510.19363,2025-10-27,2025.0,after_cutoff,False,,missing,,missing,7000000000.0,finite_scalar
109,LoongRL 14B,2025-10-27,,,,"""Batch sizes are set to 512 for 7B model and 256 for 14B model""
""a maximum output length of 4,096 tokens and longcontext inputs of ∼ 16K""
""We train for 168 steps in Stage I and 150 steps in Stage II""
""After Stage I, we generate eight rollouts per example using the best checkpoint""",14000000000.0,14B,Confident,,,No,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://arxiv.org/abs/2510.19363,2025-10-27,2025.0,after_cutoff,False,,missing,,missing,14000000000.0,finite_scalar
110,"Lapa LLM

",2025-10-25,8.64e+23,"Not including finetuning compute
",,at least 12T tokens,12000000000.0,12B,Likely,,,Yes,a cutting-edge open large language model based on Gemma-3-12B with a focus on Ukrainian language processing,https://huggingface.co/spaces/lapa-llm/lapa,2025-10-25,2025.0,after_cutoff,False,8.64e+23,finite_scalar,,missing,12000000000.0,finite_scalar
111,Ring-mini-linear-2.0,2025-10-23,1.714452e+23,1.68e+23 FLOP [base model compute] + 3.4452e+21 FLOP = 1.714452e+23 FLOP,600000000000,Continued training Stage: 600B tokens,16400000000.0,Ring-mini-linear-2.0 comprises 16B parameters and 957M activations,Confident,FP8,Operation counting,Yes,Every Attention Matters: An Efficient Hybrid Architecture for Long-Context Reasoning,https://arxiv.org/abs/2510.19338,2025-10-23,2025.0,after_cutoff,False,1.714452e+23,finite_scalar,600000000000.0,finite_scalar,16400000000.0,finite_scalar
112,Ring-flash-linear-2.0,2025-10-23,7.686e+23,7.32e+23 FLOP [base model compute] + 3.66e+22 FLOP = 7.686e+23 FLOP,1000000000000,Continued training Stage: 1T tokens.,104200000000.0, Ring-flash-linear-2.0 contains 104B parameters and 6.1B activations,Confident,FP8,Operation counting,Yes,Every Attention Matters: An Efficient Hybrid Architecture for Long-Context Reasoning,https://arxiv.org/abs/2510.19338,2025-10-23,2025.0,after_cutoff,False,7.686e+23,finite_scalar,1000000000000.0,finite_scalar,104200000000.0,finite_scalar
113,Deepseek OCR,2025-10-21,,,,,3000000000.0,"""DeepEncoder is approximately 380M in parameters, mainly composed of an 80M SAM-base [17] and a 300M CLIP-large [29] connected in series. The decoder adopts a 3B MoE [19, 20] architecture with 570M activated parameters.""",Confident,,,Yes,DeepSeek-OCR: Contexts Optical Compression,https://arxiv.org/abs/2510.18234v1,2025-10-21,2025.0,after_cutoff,False,,missing,,missing,3000000000.0,finite_scalar
114,BAPO 32B,2025-10-21,,,,,32000000000.0,32B,Confident,,,No,BAPO: Stabilizing Off-Policy Reinforcement Learning for LLMs via Balanced Policy Optimization with Adaptive Clipping,https://arxiv.org/abs/2510.18927,2025-10-21,2025.0,after_cutoff,False,,missing,,missing,32000000000.0,finite_scalar
115,Odyssey 102B,2025-10-18,1.1e+23,"""trained over 1.1 × 10^23 FLOPs"" from the abstract",,"Table 2
3.662B proteins",102000000000.0,102B,Confident,,Reported,No,Odyssey: reconstructing evolution through emergent consensus in the global proteome,https://www.biorxiv.org/content/10.1101/2025.10.15.682677v1,2025-10-18,2025.0,after_cutoff,False,1.1e+23,finite_scalar,,missing,102000000000.0,finite_scalar
116,Odyssey 12B,2025-10-18,,,,"Table 2
3.662B proteins",12000000000.0,12B,Confident,,Reported,No,Odyssey: reconstructing evolution through emergent consensus in the global proteome,https://www.biorxiv.org/content/10.1101/2025.10.15.682677v1,2025-10-18,2025.0,after_cutoff,False,,missing,,missing,12000000000.0,finite_scalar
117,Odyssey 1.2B,2025-10-18,,,,"Table 2
3.662B proteins",1200000000.0,1.2B,Confident,,Reported,No,Odyssey: reconstructing evolution through emergent consensus in the global proteome,https://www.biorxiv.org/content/10.1101/2025.10.15.682677v1,2025-10-18,2025.0,after_cutoff,False,,missing,,missing,1200000000.0,finite_scalar
118,Claude Haiku 4.5,2025-10-15,,,,,,,Unknown,,,No,Introducing Claude Haiku 4.5,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,2025.0,after_cutoff,False,,missing,,missing,,missing
119,Veo 3.1,2025-10-15,,,,,,,Unknown,,,No,Introducing Veo 3.1 and advanced capabilities in Flow,https://blog.google/technology/ai/veo-updates-flow/,2025-10-15,2025.0,after_cutoff,False,,missing,,missing,,missing
120,Llama 4 Scout + ScaleRL,2025-10-15,,,,"""7100 steps for Scout""

SFT. ""We run SFT using a batch size of 2M tokens, max sequence length of 12288 <..> on 32 H100 GPU nodes for approximately 4 epochs and 32B tokens in total.""

RL. ""We allocate 14k generation budget during RL training, where 12k tokens are allocated to the intermediate reasoning (“thinking”), followed by 2k tokens for the final solution and answer. We sample 48 prompts in each batch, each with 16 generations per prompt. Thus, we get the total batch size as 768 completions per gradient update step <..> We used 80 Nvidia GB200 GPU for a single run, with a compute budget <..> 30k-100K GPU hours for our larger scale runs (Section 5). """,109000000000.0,"17Bx16 MoE (Scout)
109B total parameters",Confident,,Hardware,No,The Art of Scaling Reinforcement Learning Compute for LLMs,https://arxiv.org/abs/2510.13786,2025-10-15,2025.0,after_cutoff,False,,missing,,missing,109000000000.0,finite_scalar
121,MAI-Image-1,2025-10-13,,,,,,,Unknown,,,No,"Introducing MAI-Image-1, debuting in
the top 10 on LMArena",https://microsoft.ai/news/introducing-mai-image-1-debuting-in-the-top-10-on-lmarena/,2025-10-13,2025.0,after_cutoff,False,,missing,,missing,,missing
122,C2S-Scale,2025-10-11,,,1000000000,"""Trained on a massive dataset of over 57 million cells""

"" a corpus comprising over one billion tokens of transcriptomic data, biological text, and metadata""",27000000000.0,27B,Likely,,Operation counting,Yes,Scaling Large Language Models for Next-Generation Single-Cell Analysis,https://www.biorxiv.org/content/10.1101/2025.04.14.648850v2,2025-10-11,2025.0,after_cutoff,False,,missing,1000000000.0,finite_scalar,27000000000.0,finite_scalar
123,Ring-1T,2025-10-10,,,,,1000000000000.0,1 trillion total parameters with 50 billion activated parameters,Confident,,,Yes,"Ring-1T, flow state leads to sudden enlightenment",https://huggingface.co/inclusionAI/Ring-1T,2025-10-10,2025.0,after_cutoff,False,,missing,,missing,1000000000000.0,finite_scalar
124,Ling-1T,2025-10-10,6.000001e+24,6 FLOP/parameter/token * 50000000000 active parameters * 20000000000000 tokens = 6e+24 FLOP,20000000000000,"""Pre-trained on 20 trillion+ high-quality, reasoning-dense tokens""",1000000000000.0,1 trillion total parameters with 50 billion activated parameters,Confident,FP8,Operation counting,Yes,Ling-1T,"https://huggingface.co/inclusionAI/Ling-1T
https://arxiv.org/pdf/2510.22115",2025-10-10,2025.0,after_cutoff,False,6.000001e+24,finite_scalar,20000000000000.0,finite_scalar,1000000000000.0,finite_scalar
125,Grok Imagine,2025-10-08,,,,"""trained on billions of examples""",,,Unknown,,,No,Turn wild ideas into viral content with Grok Imagine,https://grokimagine.ai/,2025-10-08,2025.0,after_cutoff,False,,missing,,missing,,missing
126,GPT-5 Pro,2025-10-07,,,,,,,Unknown,,,No,GPT-5 System Card,https://cdn.openai.com/gpt-5-system-card.pdf,2025-10-07,2025.0,after_cutoff,False,,missing,,missing,,missing
127,Gemini 2.5 Computer Use,2025-10-07,,,,,,,Unknown,,,No,Introducing the Gemini 2.5 Computer Use model,https://blog.google/technology/google-deepmind/gemini-computer-use-model/,2025-10-07,2025.0,after_cutoff,False,,missing,,missing,,missing
128,Tiny Recursive Model (TRM-Att),2025-10-06,3.07742976e+20,989400000000000 FLOP/GPU/sec * 72 hours * 3600 sec / hour * 4 GPUs * 0.3 [assumed utilization] = 3.07742976e20 FLOP,,,7000000.0,7M,Confident,,Hardware,No,Less is More: Recursive Reasoning with Tiny Networks,https://arxiv.org/abs/2510.04871,2025-10-06,2025.0,after_cutoff,False,3.07742976e+20,finite_scalar,,missing,7000000.0,finite_scalar
129,Granite-4.0-H-Tiny,2025-10-02,1.35e+23,6 FLOP/parameter/token * 1000000000 active parameters * 22500000000000 tokens = 1.35e+23 FLOP,,"""all Granite 4.0 models are trained on samples drawn from the same carefully compiled 22T-token corpus of enterprise-focused training data, as well the same improved pre-training methodologies, post-training regimen and chat template.""

4 training stages: 15T+5T+2T+0.5T = 22.5T",7000000000.0,a hybrid MoE with 7B total parameters (1B active),Confident,,Operation counting,Yes,"IBM Granite 4.0: hyper-efficient, high performance hybrid models for enterprise","https://www.ibm.com/new/announcements/ibm-granite-4-0-hyper-efficient-high-performance-hybrid-models#:~:text=We're%20launching%20Granite%204,costs%20compared%20to%20conventional%20LLMs.",2025-10-02,2025.0,after_cutoff,False,1.35e+23,finite_scalar,,missing,7000000000.0,finite_scalar
130,Granite-4.0-H-Micro,2025-10-02,3.15e+23,6 FLOP/parameter/token * 3000000000 parameters * 17500000000000 tokens = 3.15e+23 FLOP,,"""all Granite 4.0 models are trained on samples drawn from the same carefully compiled 22T-token corpus of enterprise-focused training data, as well the same improved pre-training methodologies, post-training regimen and chat template.""

4 training stages: 10T+5T+2T+0.5T = 17.5T",3000000000.0, dense hybrid model with 3B parameters.,Confident,,Operation counting,Yes,"IBM Granite 4.0: hyper-efficient, high performance hybrid models for enterprise","https://www.ibm.com/new/announcements/ibm-granite-4-0-hyper-efficient-high-performance-hybrid-models#:~:text=We're%20launching%20Granite%204,costs%20compared%20to%20conventional%20LLMs.",2025-10-02,2025.0,after_cutoff,False,3.15e+23,finite_scalar,,missing,3000000000.0,finite_scalar
131,Granite-4.0-H-Small,2025-10-02,1.215e+24,6 FLOP/parameter/token * 9000000000 active parameters * 22500000000000 tokens = 1.215e+24 FLOP,,"""all Granite 4.0 models are trained on samples drawn from the same carefully compiled 22T-token corpus of enterprise-focused training data, as well the same improved pre-training methodologies, post-training regimen and chat template.""

4 training stages: 15T+5T+2T+0.5T = 22.5T",32000000000.0,a hybrid mixture of experts (MoE) model with 32B total parameters (9B active),Confident,,Operation counting,Yes,"IBM Granite 4.0: hyper-efficient, high performance hybrid models for enterprise","https://www.ibm.com/new/announcements/ibm-granite-4-0-hyper-efficient-high-performance-hybrid-models#:~:text=We're%20launching%20Granite%204,costs%20compared%20to%20conventional%20LLMs.",2025-10-02,2025.0,after_cutoff,False,1.215e+24,finite_scalar,,missing,32000000000.0,finite_scalar
132,Octave 2,2025-10-01,,,,,,,Unknown,,,No,Octave 2: next-generation multilingual voice AI,https://www.hume.ai/blog/octave-2-launch,2025-10-01,2025.0,after_cutoff,False,,missing,,missing,,missing
133,EVI 4 mini,2025-10-01,,,,,,,Unknown,,,No,Lightweight model tuned for emotive multilingual experiences,https://www.hume.ai/blog/octave-2-launch,2025-10-01,2025.0,after_cutoff,False,,missing,,missing,,missing
134,GLM-4.6,2025-09-30,4.42e+24,6 FLOP/parameter/token * 32000000000 active parameters [very likely assumption - everything else is reported to be same as at GLM 4.5] * 23000000000000 tokens = 4.42e24 FLOP,23000000000000,23T tokens (from Jaime's correspondence with the GLM team),357000000000.0,Similarly to GLM 4.5: 355 billion total parameters (reported) with 32 billion active parameters (assumed),Likely,,Operation counting,Yes,"GLM-4.6: Advanced Agentic, Reasoning and Coding Capabilities",https://z.ai/blog/glm-4.6,2025-09-30,2025.0,after_cutoff,False,4.42e+24,finite_scalar,23000000000000.0,finite_scalar,357000000000.0,finite_scalar
135,Sora 2.0,2025-09-30,,,,,,,Unknown,,,No,Sora 2 is here,https://openai.com/index/sora-2/,2025-09-30,2025.0,after_cutoff,False,,missing,,missing,,missing
